Crop,Soil,Rainfall,Temperature,Fertilizer,Area,Yield
Oranges,Loamy,1184.84,32.96,54.01,1.6,1.86
Cotton,Sandy,1002.56,15.97,220.13,4.49,1.17
Apples,Loamy,1118.94,11.49,299.78,4.03,2.35
Rice,Loamy,1235.98,25.21,238.25,3.68,4.15
Potatoes,Silty,845.23,18.88,232.97,2.54,3.01
Bananas,Silty,760.21,28.02,176.23,5.45,4.45
Potatoes,Clay,324.91,15.21,81.65,5.54,1.69
Pineapple,Chalky,539.04,16.3,162.18,8.14,1.64
Cowpeas,Clay,537.88,25.19,261.17,1.89,2.99
Avocados,Clay,305.32,25.73,159.75,4.65,1.2
Cabbage,Loamy,1368.12,13.79,85.09,9.02,1.94
Greengrams,Loamy,1467.97,23.02,64.45,8.12,2.1
Sorghum,Peaty,1371.05,13.4,188.85,8.27,3.09
Pears,Chalky,1215.81,33.83,100.25,5.37,3.13
Chickpeas,Peaty,1066.42,20.45,170.41,5.74,0.8
Blueberries,Sandy,206.69,16.85,195.12,5.62,3.9
Quinoa,Clay,219.93,18.2,166.58,2.81,3.35
Pumpkin,Sandy,947.25,30.75,158.24,0.75,0.85
Mangoes,Clay,1046.71,23.35,156.23,9.8,0.83
Grapes,Silty,906.74,15.72,54.06,4.79,1.73
Pineapple,Silty,551.52,14.43,131.49,0.52,2.39
Potatoes,Clay,821.19,10.1,138.43,3.87,3.63
Wheat,Clay,1474.36,17.32,193.29,6.41,0.53
Cocoa,Loamy,1118.66,16.95,74.14,5.22,4.75
Tea,Chalky,1473.45,10.67,114.84,4.07,1.53
Lentils,Sandy,864.28,12.56,293.73,4.11,2.58
Corn,Peaty,1203.16,18.26,233.15,4.35,2.94
Zucchini,Silty,652.99,22.48,76.94,2.78,1.03
Quinoa,Clay,747.19,28.02,95.7,9.09,3.2
Bananas,Peaty,1430.85,23.75,260.13,3.56,4.39
Barley,Loamy,766.71,26.35,161.68,2.61,4.09
Broccoli,Loamy,488.36,32.87,119.2,9.13,4.8
Coffee,Silty,1288.99,29.05,143.56,2.59,1.68
Peas,Silty,1239.61,12.79,139.18,8.82,2.02
Sorghum,Chalky,1122.46,15.94,174.14,1.31,1.34
Bananas,Clay,527.14,19.99,138.26,9.75,1.67
Corn,Clay,414.97,31.44,293.53,4.08,2.8
Tea,Sandy,420.32,14.83,250.85,4.47,4.6
Maize,Clay,1323.93,27.22,50.09,5.57,1.97
Cauliflower,Clay,253.99,10.77,53.58,8.29,2.59
Cauliflower,Clay,215.74,25.75,279.65,4.75,3.66
Barley,Silty,972.08,26.82,56.93,0.9,0.75
Tea,Loamy,507.99,33.93,132.67,2.91,2.28
Spinach,Silty,218.26,27.4,242.67,1.08,2.7
Beans,Chalky,991.65,32.96,63.76,9.0,1.45
Cowpeas,Silty,1259.91,31.96,296.0,4.47,2.7
Cowpeas,Loamy,1219.94,17.65,107.99,1.93,2.91
Peas,Silty,645.76,14.79,271.55,6.86,4.6
Tea,Sandy,1295.13,20.17,247.25,0.86,1.96
Greengrams,Clay,1377.47,34.45,291.83,0.6,1.17
Cowpeas,Peaty,1118.86,32.12,292.17,8.24,4.2
Onions,Chalky,823.21,19.59,50.38,9.48,2.01
Tea,Peaty,1273.98,18.27,220.78,9.82,3.49
Pineapple,Sandy,845.84,26.96,88.99,9.78,2.79
Bananas,Peaty,1043.64,26.64,246.03,4.05,1.96
Tomatoes,Sandy,474.41,23.46,86.85,8.14,0.6
Onions,Clay,501.38,18.91,223.64,7.44,5.0
Millet,Chalky,1086.63,22.17,212.69,4.9,2.78
Maize,Sandy,516.39,19.72,291.21,2.27,3.75
Potatoes,Chalky,1316.65,16.2,146.07,1.81,0.88
Tea,Loamy,1482.69,32.24,71.85,3.45,2.14
Cabbage,Clay,1051.53,18.79,53.3,6.04,3.16
Beans,Chalky,359.25,17.33,233.64,1.91,2.71
Pumpkin,Clay,1225.39,10.25,98.32,5.92,1.22
Grapes,Chalky,1247.75,24.16,126.92,1.4,2.55
Onions,Sandy,974.32,22.79,179.53,9.93,4.05
Hemp,Silty,1045.86,33.51,212.02,1.12,4.08
Millet,Sandy,1200.16,32.74,172.4,2.79,3.92
Blueberries,Loamy,846.09,30.01,294.07,7.96,1.24
Blueberries,Clay,333.15,24.83,278.79,8.64,4.21
Tobacco,Silty,265.15,19.42,124.26,3.19,2.83
Coffee,Clay,251.79,21.85,88.44,1.21,4.16
Maize,Chalky,943.63,20.31,172.89,9.6,1.4
Blueberries,Chalky,1134.52,23.17,77.44,0.95,4.52
Greengrams,Silty,1071.76,12.56,126.15,2.0,1.41
Pineapple,Chalky,384.43,27.49,232.16,9.32,4.13
Tea,Chalky,966.24,10.35,196.61,9.05,4.22
Oats,Loamy,699.7,28.8,201.4,4.89,2.55
Corn,Clay,438.98,26.59,161.59,8.23,1.81
Soybeans,Chalky,574.56,15.32,96.74,6.8,1.88
Maize,Chalky,307.68,25.93,86.3,7.65,0.55
Oats,Clay,1066.39,29.86,167.81,3.29,3.76
Sunflower,Chalky,262.56,26.93,156.98,2.47,2.8
Strawberries,Clay,1158.41,11.41,84.62,8.45,2.91
Oats,Silty,1006.92,25.0,202.94,5.57,0.67
Millet,Loamy,543.53,14.03,237.32,2.86,2.72
Cassava,Sandy,664.21,21.45,55.63,5.56,2.54
Zucchini,Sandy,1427.91,12.13,53.88,9.14,2.93
Lentils,Sandy,531.88,25.98,57.6,4.78,4.75
Grapes,Clay,964.3,33.21,189.19,3.19,0.53
Sunflower,Chalky,1436.59,28.92,202.73,2.89,2.78
Barley,Loamy,859.46,28.51,78.08,3.02,0.61
Peas,Sandy,370.66,27.54,272.85,8.08,3.03
Grapes,Silty,795.51,12.4,137.39,6.24,4.71
Tobacco,Loamy,1493.72,24.2,170.66,8.34,1.68
Potatoes,Loamy,741.72,29.93,212.38,7.86,4.33
Carrots,Chalky,514.37,15.85,78.8,4.88,2.64
Mangoes,Silty,1130.16,11.0,298.2,5.73,4.33
Wheat,Silty,248.08,19.59,214.41,3.51,1.84
Pumpkin,Chalky,664.5,31.33,194.22,0.93,1.89
Coffee,Loamy,709.23,17.58,125.47,4.3,3.24
Cowpeas,Clay,299.51,30.43,292.86,0.73,4.02
Beans,Loamy,449.06,17.21,101.86,9.27,1.76
Sorghum,Loamy,1338.43,26.69,270.73,1.26,1.44
Lettuce,Peaty,1418.25,22.94,79.1,8.67,4.64
Garlic,Clay,643.56,17.27,247.97,4.51,0.57
Lettuce,Clay,257.13,23.2,66.26,9.38,1.66
Pineapple,Loamy,1022.68,27.92,289.12,6.09,4.01
Sugarcane,Clay,1481.25,31.99,142.01,8.43,2.58
Beans,Chalky,732.22,26.99,81.56,1.8,3.17
Cassava,Clay,386.83,27.57,135.38,5.04,1.11
Lettuce,Sandy,1238.99,23.75,235.77,5.37,1.31
Flax,Loamy,409.99,34.44,296.73,2.18,4.6
Quinoa,Sandy,1304.71,19.01,100.22,4.09,1.12
Bananas,Loamy,240.6,21.81,135.59,1.92,0.79
Alfalfa,Sandy,911.92,30.31,88.18,8.41,1.17
Mangoes,Chalky,1015.82,29.79,118.05,6.04,4.82
Zucchini,Silty,704.01,28.09,90.24,1.27,3.84
Greengrams,Sandy,1025.29,27.25,201.63,3.35,4.51
Spinach,Peaty,411.57,23.89,80.03,4.67,0.7
Rice,Peaty,654.91,21.79,94.46,6.17,4.47
Oranges,Sandy,1477.09,34.39,266.15,9.8,4.59
Greengrams,Silty,328.45,14.44,147.15,3.05,1.55
Maize,Sandy,1066.46,31.33,165.86,9.4,4.51
Cotton,Chalky,1011.0,17.08,262.44,3.7,4.29
Zucchini,Loamy,790.47,11.95,118.77,5.11,4.64
Peanuts,Loamy,1348.86,24.2,96.99,7.51,3.18
Sorghum,Silty,429.88,32.01,241.02,3.81,2.88
Tea,Clay,262.26,31.13,249.92,7.11,4.26
Alfalfa,Peaty,456.43,24.27,272.92,4.74,4.82
Apples,Silty,1044.23,15.02,153.05,5.38,0.95
Spinach,Clay,367.49,29.31,103.14,8.51,2.42
Carrots,Peaty,1081.88,14.11,179.79,0.85,2.34
Chickpeas,Sandy,686.51,32.75,92.69,7.24,1.5
Apples,Clay,586.72,26.1,75.23,4.37,1.66
Zucchini,Loamy,1077.66,14.96,90.09,8.56,2.66
Chickpeas,Silty,1380.7,28.48,150.32,0.97,1.17
Strawberries,Peaty,843.27,16.3,134.15,6.55,3.56
Bananas,Sandy,655.06,28.95,172.02,0.87,3.75
Coffee,Loamy,453.45,22.25,63.71,1.2,4.2
Tomatoes,Clay,618.71,15.59,139.26,5.58,1.98
Oranges,Peaty,214.63,15.24,138.2,1.81,2.62
Flax,Chalky,1295.88,27.54,237.55,1.54,1.37
Cabbage,Chalky,483.67,27.51,127.12,8.48,1.51
Cassava,Peaty,918.43,26.91,204.68,7.98,1.45
Bananas,Chalky,464.88,16.49,114.27,1.73,3.87
Millet,Chalky,204.67,25.02,241.54,2.13,2.49
Barley,Silty,660.88,10.01,253.24,5.7,3.79
Lettuce,Peaty,1021.22,18.97,162.59,2.62,1.28
Corn,Loamy,1470.88,24.35,62.76,0.57,1.72
Broccoli,Loamy,465.81,28.77,129.29,6.13,0.97
Tobacco,Chalky,785.39,15.44,53.47,2.54,3.6
Chickpeas,Clay,914.81,13.31,231.06,3.25,4.98
Coffee,Silty,636.53,15.6,251.44,4.62,4.01
Alfalfa,Loamy,560.09,28.44,134.3,1.91,2.61
Peas,Loamy,1230.41,27.26,226.69,5.2,1.67
Peas,Clay,852.27,14.35,117.63,2.73,3.16
Rice,Silty,723.49,33.27,192.13,2.93,1.28
Apples,Clay,1355.66,30.18,295.42,1.53,1.04
Broccoli,Clay,850.81,18.07,72.87,0.79,0.85
Spinach,Clay,403.26,28.79,110.3,3.58,1.68
Alfalfa,Peaty,1288.15,16.13,254.52,5.07,2.48
Bananas,Loamy,273.93,13.14,60.65,6.85,1.1
Blueberries,Peaty,854.47,22.64,96.5,4.56,3.05
Pineapple,Sandy,362.34,12.15,270.42,9.07,4.79
Millet,Silty,922.62,19.81,122.63,6.71,2.84
Soybeans,Peaty,1094.51,18.09,74.37,6.33,2.11
Millet,Peaty,1398.68,25.65,75.03,9.76,4.24
Cauliflower,Loamy,1498.3,27.48,129.62,7.1,1.72
Zucchini,Silty,894.85,25.76,98.1,9.17,3.11
Cassava,Sandy,910.75,28.67,98.13,7.33,3.61
Quinoa,Chalky,301.34,23.29,267.33,6.69,2.7
Millet,Peaty,1132.22,12.84,77.6,7.48,0.76
Oats,Sandy,222.83,25.26,160.42,5.46,3.6
Cotton,Chalky,565.01,14.61,105.27,1.85,4.86
Cassava,Sandy,1339.91,29.92,147.54,7.57,3.93
Alfalfa,Chalky,709.6,17.18,259.75,6.32,1.26
Lentils,Clay,1481.66,29.92,84.42,9.57,1.21
Lentils,Peaty,569.85,30.04,51.54,4.12,2.45
Mangoes,Loamy,459.91,25.55,113.13,9.33,3.67
Pears,Chalky,857.68,24.08,275.71,9.28,2.27
Alfalfa,Clay,1294.82,16.84,64.45,3.88,0.6
Lentils,Loamy,826.41,22.89,147.46,6.87,2.04
Zucchini,Loamy,1167.83,24.1,112.21,8.47,2.33
Sugarcane,Chalky,1252.54,25.59,272.54,2.46,3.34
Sunflower,Peaty,844.49,24.5,261.32,9.94,1.2
Peanuts,Chalky,1406.99,31.38,275.86,6.39,2.26
Onions,Loamy,1288.01,23.53,249.65,1.31,0.7
Strawberries,Clay,1475.32,16.46,263.18,9.54,2.23
Spinach,Clay,891.48,14.92,90.82,6.85,1.43
Blueberries,Sandy,1330.62,18.08,294.05,1.92,3.42
Peanuts,Loamy,743.21,27.74,268.33,9.44,3.36
Rice,Sandy,1330.99,29.72,93.12,8.1,4.12
Cabbage,Chalky,1049.92,34.05,73.65,2.31,1.58
Chickpeas,Chalky,368.54,31.7,286.61,4.8,3.84
Tea,Clay,470.03,13.22,123.11,3.33,2.41
Cassava,Sandy,525.52,25.14,77.29,7.37,2.54
Coffee,Peaty,1181.67,28.14,68.09,4.92,2.16
Oranges,Clay,614.08,34.03,85.64,2.72,2.89
Pineapple,Clay,1168.01,22.24,209.16,4.61,2.29
Barley,Loamy,1269.61,15.6,286.16,6.58,3.21
Carrots,Silty,1287.53,31.65,198.5,8.36,3.97
Cassava,Peaty,825.91,30.98,232.87,9.33,4.92
Onions,Sandy,1132.57,18.21,148.28,9.79,2.81
Greengrams,Loamy,512.1,12.43,137.29,3.33,1.03
Oats,Sandy,1053.65,33.96,284.09,9.93,1.43
Barley,Loamy,1349.0,22.11,245.19,8.44,0.55
Grapes,Sandy,356.24,33.27,122.18,5.33,2.14
Potatoes,Sandy,1372.51,32.74,213.69,8.61,1.81
Potatoes,Silty,1458.87,31.97,69.33,5.41,2.12
Sorghum,Chalky,707.33,20.33,197.06,9.47,2.52
Flax,Sandy,478.39,29.77,145.14,5.76,3.47
Potatoes,Sandy,945.26,19.01,67.45,3.05,1.15
Barley,Silty,1404.94,10.38,79.35,5.94,2.14
Maize,Loamy,756.94,31.56,94.62,7.4,3.24
Tobacco,Silty,1166.94,11.75,217.22,3.3,1.32
Soybeans,Peaty,934.94,29.67,107.42,3.89,1.33
Millet,Clay,1409.32,13.52,140.75,7.65,0.78
Pears,Chalky,822.04,11.44,217.46,0.94,3.97
Coffee,Silty,1211.45,13.73,159.91,5.19,4.98
Oranges,Chalky,1060.23,34.7,242.05,3.91,4.4
Sugarcane,Clay,1494.03,15.07,68.89,4.81,3.68
Apples,Sandy,616.96,17.84,121.95,6.87,3.98
Lettuce,Peaty,942.32,20.97,172.5,9.99,3.97
Peanuts,Silty,1048.5,10.44,212.66,2.32,0.8
Wheat,Clay,1155.65,14.35,286.87,3.22,1.12
Corn,Loamy,1478.11,26.06,57.15,6.71,1.29
Spinach,Loamy,1118.66,33.16,60.47,5.57,2.89
Amaranth,Silty,544.01,30.06,218.78,1.78,2.03
Sunflower,Clay,1021.97,24.78,105.13,2.66,2.24
Cowpeas,Sandy,1382.89,11.48,217.93,6.42,1.93
Onions,Clay,1467.66,27.93,256.63,7.57,4.95
Corn,Silty,1071.93,15.04,212.31,6.92,3.12
Coffee,Sandy,780.15,26.17,103.88,9.64,3.74
Cassava,Loamy,625.56,27.42,220.4,9.1,1.83
Peas,Silty,698.26,20.9,234.89,4.16,2.86
Greengrams,Silty,758.49,16.13,90.74,7.96,1.52
Blueberries,Clay,501.67,24.29,68.26,1.32,3.88
Carrots,Chalky,1489.83,17.82,95.64,4.96,1.43
Alfalfa,Chalky,819.17,28.94,141.68,0.68,4.53
Grapes,Loamy,1411.35,16.64,136.2,3.08,3.82
Broccoli,Chalky,1096.6,29.75,295.92,5.72,1.59
Strawberries,Sandy,724.0,11.51,201.42,9.19,3.8
Beans,Peaty,1399.44,31.61,209.78,8.26,2.79
Potatoes,Loamy,1291.74,18.31,152.98,3.45,2.97
Grapes,Peaty,1416.44,11.85,188.58,5.85,4.84
Greengrams,Clay,680.48,32.63,165.91,1.51,3.11
Alfalfa,Sandy,890.13,27.19,219.36,0.62,4.35
Flax,Peaty,572.26,30.1,267.47,9.72,1.31
Cowpeas,Peaty,1395.63,14.23,259.08,8.05,1.27
Pumpkin,Peaty,222.34,19.94,287.4,8.2,3.34
Broccoli,Clay,814.7,28.25,194.15,1.04,0.56
Avocados,Chalky,1168.64,24.15,158.16,4.8,3.21
Avocados,Chalky,569.11,31.41,217.89,7.47,2.61
Sunflower,Clay,968.11,16.76,286.63,9.46,4.22
Rice,Silty,316.38,12.03,111.92,8.4,1.99
Sugarcane,Silty,358.82,18.45,220.28,2.64,2.99
Blueberries,Peaty,386.06,16.98,69.94,9.76,3.23
Cowpeas,Peaty,371.22,19.1,295.09,1.62,3.55
Sunflower,Chalky,335.22,15.59,76.49,1.39,0.74
Broccoli,Sandy,1441.35,26.23,170.94,5.03,4.97
Tea,Silty,1296.85,20.92,261.08,9.88,4.29
Alfalfa,Chalky,670.01,20.67,198.75,8.33,4.22
Peanuts,Clay,701.16,29.57,285.55,7.45,2.28
Carrots,Peaty,550.82,16.35,161.58,6.75,4.76
Broccoli,Silty,615.26,30.07,214.87,5.34,1.9
Sunflower,Clay,622.88,28.33,176.81,9.79,2.67
Strawberries,Peaty,1486.06,34.07,269.1,7.1,1.77
Garlic,Peaty,1470.5,29.28,296.37,9.11,3.04
Broccoli,Peaty,1284.18,31.87,133.37,2.77,1.18
Zucchini,Clay,1383.32,29.61,162.79,5.75,1.62
Bananas,Chalky,1442.94,18.61,288.72,9.15,4.52
Barley,Silty,666.26,33.69,115.39,8.23,2.0
Millet,Clay,810.07,20.74,52.11,1.08,1.12
Lettuce,Loamy,1134.94,16.09,162.2,6.85,1.03
Avocados,Clay,1203.37,22.11,263.33,4.18,2.54
Cowpeas,Chalky,247.69,30.6,86.58,5.07,3.69
Strawberries,Chalky,693.3,22.07,136.25,8.43,4.52
Lettuce,Peaty,217.0,28.53,65.3,1.54,1.43
Cotton,Sandy,1366.15,23.56,241.0,4.45,3.95
Hemp,Loamy,1083.01,33.5,214.22,7.46,1.15
Sorghum,Loamy,1286.69,21.53,84.69,2.02,1.67
Cauliflower,Loamy,1411.04,34.16,73.63,1.87,0.77
Spinach,Sandy,762.07,32.11,270.66,9.73,3.77
Bananas,Loamy,1443.96,20.69,113.4,4.94,3.91
Spinach,Silty,1033.05,11.19,114.59,3.92,2.27
Oranges,Loamy,696.57,30.01,136.14,6.64,1.4
Sorghum,Chalky,1055.6,17.1,95.5,6.78,4.35
Barley,Chalky,675.21,20.2,229.86,5.69,1.56
Hemp,Chalky,360.46,33.96,279.05,5.09,4.13
Apples,Sandy,1322.45,14.79,71.74,4.79,1.46
Blueberries,Chalky,685.89,13.57,56.05,6.32,2.66
Pineapple,Sandy,260.64,11.31,255.46,6.22,4.77
Zucchini,Chalky,586.63,14.37,189.36,2.53,1.36
Sorghum,Clay,700.78,34.32,181.07,3.4,4.55
Blueberries,Sandy,1395.74,15.85,63.31,3.42,3.11
Peas,Silty,1268.76,24.77,258.74,8.76,2.15
Cassava,Sandy,1385.9,16.76,266.97,4.88,2.71
Tomatoes,Clay,1006.85,26.28,276.37,4.57,4.95
Alfalfa,Chalky,780.2,28.2,290.06,5.91,1.87
Greengrams,Clay,1335.15,10.09,145.73,2.4,1.51
Pears,Peaty,918.34,20.47,194.68,3.19,1.86
Sugarcane,Peaty,1408.31,19.79,230.18,8.78,4.27
Cabbage,Clay,883.39,23.79,281.4,4.0,4.69
Rice,Chalky,255.85,16.61,204.04,2.96,2.2
Wheat,Loamy,520.98,18.43,208.05,5.45,4.53
Cotton,Silty,1143.06,17.36,135.05,4.69,4.28
Garlic,Clay,722.46,28.88,207.19,3.59,2.75
Greengrams,Sandy,732.14,24.53,255.76,4.65,1.56
Quinoa,Chalky,1455.4,22.61,66.81,4.38,1.92
Quinoa,Chalky,1344.68,32.78,121.27,2.88,1.44
Strawberries,Sandy,321.7,31.75,126.13,7.76,3.77
Sugarcane,Clay,918.45,21.83,140.29,2.13,3.28
Lentils,Chalky,1163.55,29.17,262.03,8.43,4.03
Rice,Silty,503.48,34.77,188.16,1.42,2.39
Cabbage,Clay,1456.82,19.41,76.82,3.09,2.74
Spinach,Silty,1242.23,10.45,114.05,1.73,3.98
Avocados,Silty,717.84,30.58,83.98,2.08,3.86
Tea,Clay,1201.03,17.42,53.03,8.51,3.89
Broccoli,Peaty,963.4,34.58,215.1,4.51,3.85
Cowpeas,Silty,702.88,30.73,266.83,1.37,4.96
Maize,Loamy,675.38,23.8,67.61,7.35,3.11
Millet,Silty,694.43,18.31,144.75,7.93,1.31
Spinach,Peaty,1290.6,29.31,282.58,3.27,3.57
Oats,Clay,759.63,10.05,216.4,9.79,0.95
Oranges,Clay,566.47,32.0,192.1,7.68,2.78
Blueberries,Chalky,1484.21,11.13,150.72,8.06,3.48
Broccoli,Peaty,584.47,30.43,243.25,9.47,1.56
Cotton,Clay,625.61,10.25,218.34,7.58,2.9
Chickpeas,Peaty,359.28,33.14,222.72,9.36,2.71
Peanuts,Loamy,699.23,22.3,286.3,5.95,3.84
Millet,Silty,212.24,20.95,106.11,2.39,3.77
Sunflower,Chalky,277.06,25.93,145.14,4.91,2.09
Blueberries,Sandy,1170.62,17.92,283.56,6.19,1.69
Potatoes,Loamy,240.9,26.0,198.65,4.69,4.41
Sorghum,Silty,587.06,22.8,168.63,5.16,0.88
Cotton,Silty,1327.27,30.61,276.7,3.6,4.56
Corn,Clay,1056.16,31.14,135.99,4.0,4.21
Garlic,Clay,1410.69,15.57,176.87,4.12,2.61
Garlic,Sandy,528.88,13.6,101.21,7.95,2.2
Flax,Peaty,1459.93,19.25,82.13,3.63,3.78
Bananas,Chalky,268.59,34.13,72.46,9.7,2.53
Mangoes,Peaty,703.55,18.32,77.45,4.15,4.15
Cassava,Chalky,1204.12,15.6,194.36,5.82,3.04
Maize,Clay,200.81,11.74,63.61,5.58,2.31
Millet,Sandy,716.06,14.41,175.36,2.14,2.47
Sunflower,Peaty,1487.33,13.76,245.92,3.02,2.79
Lentils,Clay,877.06,27.85,143.0,7.54,1.01
Zucchini,Clay,1367.24,10.62,159.82,2.2,4.12
Lentils,Sandy,1242.95,16.68,178.02,5.12,0.57
Pears,Clay,1232.47,30.58,81.38,5.23,3.91
Carrots,Silty,779.26,34.37,167.1,3.96,4.91
Grapes,Peaty,609.79,31.2,212.4,3.51,1.53
Hemp,Loamy,961.33,26.14,106.09,6.48,2.93
Beans,Sandy,901.25,27.07,252.68,8.14,4.15
Cotton,Sandy,1365.87,30.42,145.69,4.57,0.59
Pumpkin,Clay,1079.24,32.81,272.68,3.47,1.95
Sunflower,Silty,608.7,11.03,280.4,1.38,0.79
Wheat,Silty,950.54,22.33,208.15,4.97,2.35
Carrots,Silty,359.03,24.84,208.79,6.15,1.74
Wheat,Chalky,1121.66,24.22,236.25,6.41,2.47
Carrots,Chalky,421.82,11.78,269.72,1.97,4.84
Lentils,Peaty,1262.52,18.01,294.98,5.09,1.05
Apples,Sandy,505.4,25.05,97.74,6.17,4.74
Apples,Chalky,1171.29,25.82,195.02,6.45,0.77
Peanuts,Sandy,205.45,17.08,114.83,6.84,3.8
Broccoli,Loamy,501.7,20.29,117.58,2.98,4.74
Mangoes,Clay,308.6,32.06,207.75,8.81,4.64
Coffee,Chalky,1166.96,18.48,257.21,3.08,0.9
Avocados,Clay,1074.56,22.73,62.12,3.32,1.52
Chickpeas,Chalky,712.28,10.18,155.4,1.83,2.81
Cabbage,Chalky,1240.3,17.48,88.1,3.63,2.12
Chickpeas,Silty,557.92,27.84,122.26,8.44,1.59
Beans,Clay,556.54,13.36,117.44,10.0,4.34
Barley,Sandy,694.63,16.37,102.06,7.32,2.64
Corn,Sandy,308.62,11.82,105.3,8.45,3.7
Sunflower,Clay,594.4,32.61,126.08,8.45,1.57
Grapes,Chalky,1174.38,14.52,167.21,3.61,4.68
Amaranth,Loamy,1107.4,20.1,253.69,6.72,1.44
Beans,Peaty,1103.9,22.4,174.77,1.52,2.41
Cabbage,Peaty,763.68,15.27,115.14,2.31,2.99
Cabbage,Sandy,985.45,20.77,237.11,5.51,2.32
Spinach,Chalky,1406.61,26.65,146.11,8.23,2.56
Maize,Loamy,637.18,10.25,187.6,6.81,1.07
Carrots,Silty,1137.31,14.09,130.66,4.96,3.63
Greengrams,Loamy,384.45,16.26,212.36,9.83,4.1
Lettuce,Peaty,1083.05,29.67,79.7,0.94,4.54
Soybeans,Sandy,1343.82,19.56,52.77,3.58,4.55
Cauliflower,Silty,1442.09,24.76,268.31,7.6,0.9
Lentils,Loamy,608.52,15.24,51.81,2.48,3.28
Coffee,Silty,244.1,26.24,74.79,9.09,0.56
Barley,Loamy,1327.63,23.18,177.0,1.81,2.32
Oranges,Silty,1310.84,14.85,261.82,4.59,2.56
Oranges,Peaty,351.72,20.33,221.76,8.26,3.51
Chickpeas,Clay,1118.93,16.54,68.81,3.39,4.56
Peas,Silty,680.65,11.23,178.39,5.26,3.43
Blueberries,Loamy,991.15,20.29,121.09,6.83,4.89
Tobacco,Clay,788.35,16.3,109.21,2.9,1.99
Broccoli,Peaty,1183.95,13.42,76.16,1.25,0.57
Broccoli,Chalky,1389.99,32.08,296.44,4.0,4.55
Coffee,Loamy,898.55,17.01,197.44,7.39,2.84
Potatoes,Silty,1108.0,17.6,163.38,9.12,3.16
Soybeans,Chalky,552.51,13.71,158.3,7.45,3.03
Coffee,Chalky,282.56,15.05,273.01,2.04,4.79
Amaranth,Chalky,500.22,22.73,89.37,9.16,1.21
Wheat,Chalky,1277.4,25.39,176.05,2.6,3.62
Onions,Silty,1041.9,23.44,203.97,5.7,0.6
Wheat,Silty,450.99,24.58,175.12,8.35,1.7
Coffee,Peaty,1203.7,12.14,79.99,1.25,4.33
Potatoes,Silty,514.95,24.93,127.37,8.23,4.55
Lentils,Sandy,1296.22,22.9,69.22,6.28,4.72
Cocoa,Silty,910.61,12.44,115.41,2.83,2.5
Peas,Clay,1295.3,24.37,63.24,9.1,1.19
Carrots,Chalky,1198.27,19.53,77.83,6.05,0.95
Oats,Sandy,327.17,18.22,184.4,9.83,1.91
Apples,Silty,1473.68,15.45,115.22,7.55,4.3
Soybeans,Loamy,851.89,24.82,218.49,6.95,2.84
Grapes,Loamy,963.95,13.85,204.91,6.35,0.52
Peanuts,Silty,740.05,33.95,98.69,3.24,4.83
Wheat,Silty,1196.82,16.96,169.49,9.81,0.72
Tobacco,Peaty,1406.72,18.44,122.42,3.45,1.86
Rice,Peaty,1179.63,16.73,114.97,0.6,3.37
Hemp,Sandy,654.48,12.89,203.9,5.4,4.88
Onions,Loamy,683.43,12.85,211.2,5.35,4.79
Cabbage,Sandy,266.02,22.34,209.05,4.73,3.08
Tobacco,Loamy,312.36,13.97,259.05,4.24,1.25
Tomatoes,Clay,1263.33,27.02,142.92,7.45,4.55
Tea,Clay,804.29,24.25,236.63,3.44,0.81
Tobacco,Sandy,215.8,14.6,240.33,7.04,3.5
Maize,Peaty,740.35,33.75,234.45,6.11,3.67
Cauliflower,Silty,1122.31,27.63,260.98,2.72,3.63
Beans,Peaty,832.09,28.08,217.54,1.81,4.4
Coffee,Clay,635.72,31.75,60.91,6.56,2.44
Flax,Sandy,1321.32,18.41,207.01,2.11,0.54
Cabbage,Clay,1472.03,27.97,154.58,5.97,1.01
Potatoes,Peaty,1309.35,13.76,62.58,3.08,3.33
Sugarcane,Sandy,433.1,19.92,218.17,5.95,4.93
Zucchini,Loamy,311.9,27.23,109.05,4.3,0.53
Lettuce,Clay,1101.96,12.71,98.56,6.32,3.64
Avocados,Loamy,1357.88,16.87,234.53,3.37,2.24
Rice,Clay,1011.13,33.32,240.83,4.35,1.87
Sorghum,Loamy,928.51,12.1,288.49,6.29,3.28
Coffee,Silty,703.24,25.34,162.14,2.69,3.33
Cotton,Silty,634.0,15.73,285.6,1.04,0.85
Grapes,Sandy,566.72,25.44,220.58,9.64,2.66
Sorghum,Sandy,989.61,30.61,210.29,3.4,2.18
Beans,Loamy,729.89,26.96,261.89,1.76,4.59
Peanuts,Loamy,712.57,11.82,111.46,9.62,1.76
Mangoes,Clay,1282.52,11.19,120.07,3.84,2.06
Peanuts,Sandy,220.67,19.29,175.21,9.06,0.88
Grapes,Sandy,508.94,23.82,117.21,9.16,3.48
Onions,Peaty,1130.59,17.33,132.92,7.36,4.09
Tea,Loamy,530.63,30.27,110.8,2.0,3.73
Cocoa,Chalky,1315.58,30.42,139.0,6.49,3.8
Sunflower,Clay,854.49,20.79,161.86,4.1,1.41
Corn,Chalky,411.33,19.59,107.06,2.86,1.6
Quinoa,Clay,703.15,30.17,108.23,1.03,3.35
Tobacco,Silty,648.44,34.8,143.49,5.79,4.87
Garlic,Peaty,754.34,23.87,202.66,8.03,4.03
